"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"1608","GO:0018095",0.042773002451578,1,1,1,"protein polyglutamylation","BP",0.0510922889556702
"1620","GO:0018200",0.042773002451578,1,1,1,"peptidyl-glutamic acid modification","BP",0.0510922889556702
"3944","GO:0070739",0.042773002451578,1,1,1,"protein-glutamic acid ligase activity","MF",0.0510922889556702
"3945","GO:0070740",0.042773002451578,1,1,1,"tubulin-glutamic acid ligase activity","MF",0.0510922889556702
"1531","GO:0016639",0.0432008105661706,1,1,1,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","MF",0.0515187288177001
"2644","GO:0042562",0.0432008105661706,1,1,1,"hormone binding","MF",0.0515187288177001
"68","GO:0000768",0.0433189882009029,1,1,1,"syncytium formation by plasma membrane fusion","BP",0.0515187288177001
"418","GO:0004618",0.0433189882009029,1,1,1,"phosphoglycerate kinase activity","MF",0.0515187288177001
"589","GO:0006094",0.0433189882009029,1,1,1,"gluconeogenesis","BP",0.0515187288177001
"782","GO:0006949",0.0433189882009029,1,1,1,"syncytium formation","BP",0.0515187288177001
"925","GO:0007520",0.0433189882009029,1,1,1,"myoblast fusion","BP",0.0515187288177001
"1510","GO:0016525",0.0433189882009029,1,1,1,"negative regulation of angiogenesis","BP",0.0515187288177001
"1550","GO:0016774",0.0433189882009029,1,1,1,"phosphotransferase activity, carboxyl group as acceptor","MF",0.0515187288177001
"1664","GO:0019319",0.0433189882009029,1,1,1,"hexose biosynthetic process","BP",0.0515187288177001
"1861","GO:0030317",0.0433189882009029,1,1,1,"flagellated sperm motility","BP",0.0515187288177001
"2036","GO:0031430",0.0433189882009029,1,1,1,"M band","CC",0.0515187288177001
"2064","GO:0031639",0.0433189882009029,1,1,1,"plasminogen activation","BP",0.0515187288177001
"2481","GO:0035686",0.0433189882009029,1,1,1,"sperm fibrous sheath","CC",0.0515187288177001
"3112","GO:0046364",0.0433189882009029,1,1,1,"monosaccharide biosynthetic process","BP",0.0515187288177001
"4307","GO:0097722",0.0433189882009029,1,1,1,"sperm motility","BP",0.0515187288177001
"4471","GO:1901343",0.0433189882009029,1,1,1,"negative regulation of vasculature development","BP",0.0515187288177001
"4834","GO:2000181",0.0433189882009029,1,1,1,"negative regulation of blood vessel morphogenesis","BP",0.0515187288177001
"2427","GO:0035166",0.0433729872126519,1,1,1,"post-embryonic hemopoiesis","BP",0.0515329898916423
"2428","GO:0035167",0.0433729872126519,1,1,1,"larval lymph gland hemopoiesis","BP",0.0515329898916423
"3661","GO:0055037",0.0433729872126519,1,1,1,"recycling endosome","CC",0.0515329898916423
"4861","GO:2000736",0.0433729872126519,1,1,1,"regulation of stem cell differentiation","BP",0.0515329898916423
"320","GO:0003144",0.0441193890407266,1,1,1,"embryonic heart tube formation","BP",0.0522931985562429
"902","GO:0007419",0.0441193890407266,1,1,1,"ventral cord development","BP",0.0522931985562429
"920","GO:0007503",0.0441193890407266,1,1,1,"fat body development","BP",0.0522931985562429
"921","GO:0007505",0.0441193890407266,1,1,1,"adult fat body development","BP",0.0522931985562429
"933","GO:0007561",0.0441193890407266,1,1,1,"imaginal disc eversion","BP",0.0522931985562429
"2390","GO:0034769",0.0441193890407266,1,1,1,"basement membrane disassembly","BP",0.0522931985562429
"2395","GO:0035001",0.0441193890407266,1,1,1,"dorsal trunk growth, open tracheal system","BP",0.0522931985562429
"2598","GO:0042246",0.0441193890407266,1,1,1,"tissue regeneration","BP",0.0522931985562429
"3758","GO:0060612",0.0441193890407266,1,1,1,"adipose tissue development","BP",0.0522931985562429
"4254","GO:0097156",0.0441193890407266,1,1,1,"fasciculation of motor neuron axon","BP",0.0522931985562429
"29","GO:0000209",0.0443640161618197,1,1,1,"protein polyubiquitination","BP",0.0525450705541997
"3967","GO:0070936",0.0443640161618197,1,1,1,"protein K48-linked ubiquitination","BP",0.0525450705541997
"3972","GO:0070979",0.0443640161618197,1,1,1,"protein K11-linked ubiquitination","BP",0.0525450705541997
"3909","GO:0070274",0.0447811789690873,1,1,1,"RES complex","CC",0.0530263622590037
"2673","GO:0042788",0.0455647837271504,1,1,1,"polysomal ribosome","CC",0.0538892248129976
"4702","GO:1904400",0.0455647837271504,1,1,1,"response to Thyroid stimulating hormone","BP",0.0538892248129976
"4703","GO:1904401",0.0455647837271504,1,1,1,"cellular response to Thyroid stimulating hormone","BP",0.0538892248129976
"4709","GO:1904587",0.0455647837271504,1,1,1,"response to glycoprotein","BP",0.0538892248129976
"4710","GO:1904588",0.0455647837271504,1,1,1,"cellular response to glycoprotein","BP",0.0538892248129976
"550","GO:0005852",0.0457241323905533,1,1,1,"eukaryotic translation initiation factor 3 complex","CC",0.0540256002023706
"3343","GO:0048882",0.0457241323905533,1,1,1,"lateral line development","BP",0.0540256002023706
"3344","GO:0048925",0.0457241323905533,1,1,1,"lateral line system development","BP",0.0540256002023706
"4068","GO:0071541",0.0457241323905533,1,1,1,"eukaryotic translation initiation factor 3 complex, eIF3m","CC",0.0540256002023706
"200","GO:0001967",0.0459406612317316,1,1,1,"suckling behavior","BP",0.0541248174781191
"1743","GO:0021858",0.0459406612317316,1,1,1,"GABAergic neuron differentiation in basal ganglia","BP",0.0541248174781191
"2443","GO:0035264",0.0459406612317316,1,1,1,"multicellular organism growth","BP",0.0541248174781191
"3608","GO:0051705",0.0459406612317316,1,1,1,NA,NA,0.0541248174781191
"1222","GO:0010224",0.0461595212509666,1,1,1,"response to UV-B","BP",0.0541248174781191
"1901","GO:0030595",0.0461595212509666,1,1,1,"leukocyte chemotaxis","BP",0.0541248174781191
"3227","GO:0048246",0.0461595212509666,1,1,1,"macrophage chemotaxis","BP",0.0541248174781191
"3430","GO:0050900",0.0461595212509666,1,1,1,"leukocyte migration","BP",0.0541248174781191
"3717","GO:0060326",0.0461595212509666,1,1,1,"cell chemotaxis","BP",0.0541248174781191
"3733","GO:0060425",0.0461595212509666,1,1,1,"lung morphogenesis","BP",0.0541248174781191
"4060","GO:0071480",0.0461595212509666,1,1,1,"cellular response to gamma radiation","BP",0.0541248174781191
"4062","GO:0071493",0.0461595212509666,1,1,1,"cellular response to UV-B","BP",0.0541248174781191
"4292","GO:0097529",0.0461595212509666,1,1,1,"myeloid leukocyte migration","BP",0.0541248174781191
"4457","GO:1901193",0.0461595212509666,1,1,1,"regulation of formation of translation preinitiation complex","BP",0.0541248174781191
"4458","GO:1901194",0.0461595212509666,1,1,1,"negative regulation of formation of translation preinitiation complex","BP",0.0541248174781191
"4717","GO:1904688",0.0461595212509666,1,1,1,"regulation of cytoplasmic translational initiation","BP",0.0541248174781191
"4718","GO:1904689",0.0461595212509666,1,1,1,"negative regulation of cytoplasmic translational initiation","BP",0.0541248174781191
"4757","GO:1905517",0.0461595212509666,1,1,1,"macrophage migration","BP",0.0541248174781191
"4864","GO:2000765",0.0461595212509666,1,1,1,"regulation of cytoplasmic translation","BP",0.0541248174781191
"4865","GO:2000766",0.0461595212509666,1,1,1,"negative regulation of cytoplasmic translation","BP",0.0541248174781191
"249","GO:0002309",0.0461720982195653,1,1,1,"T cell proliferation involved in immune response","BP",0.0541248174781191
"776","GO:0006924",0.0461720982195653,1,1,1,"activation-induced cell death of T cells","BP",0.0541248174781191
"1760","GO:0022605",0.0461720982195653,1,1,1,"mammalian oogenesis stage","BP",0.0541248174781191
"2078","GO:0031929",0.0461720982195653,1,1,1,"TOR signaling","BP",0.0541248174781191
"2241","GO:0032943",0.0461720982195653,1,1,1,"mononuclear cell proliferation","BP",0.0541248174781191
"2572","GO:0042098",0.0461720982195653,1,1,1,"T cell proliferation","BP",0.0541248174781191
"2697","GO:0043029",0.0461720982195653,1,1,1,"T cell homeostasis","BP",0.0541248174781191
"3141","GO:0046651",0.0461720982195653,1,1,1,"lymphocyte proliferation","BP",0.0541248174781191
"3329","GO:0048821",0.0461720982195653,1,1,1,"erythrocyte development","BP",0.0541248174781191
"3843","GO:0061515",0.0461720982195653,1,1,1,"myeloid cell development","BP",0.0541248174781191
"3902","GO:0070231",0.0461720982195653,1,1,1,"T cell apoptotic process","BP",0.0541248174781191
"3937","GO:0070661",0.0461720982195653,1,1,1,"leukocyte proliferation","BP",0.0541248174781191
"4622","GO:1903347",0.0461720982195653,1,1,1,"negative regulation of bicellular tight junction assembly","BP",0.0541248174781191
"183","GO:0001891",0.0470913456376036,1,1,1,"phagocytic cup","CC",0.0541544956746475
"335","GO:0003254",0.0470913456376036,1,1,1,"regulation of membrane depolarization","BP",0.0541544956746475
"435","GO:0004860",0.0470913456376036,1,1,1,"protein kinase inhibitor activity","MF",0.0541544956746475
"522","GO:0005776",0.0470913456376036,1,1,1,"autophagosome","CC",0.0541544956746475
"652","GO:0006414",0.0470913456376036,1,1,1,"translational elongation","BP",0.0541544956746475
"831","GO:0007143",0.0470913456376036,1,1,1,"female meiotic nuclear division","BP",0.0541544956746475
"849","GO:0007205",0.0470913456376036,1,1,1,"protein kinase C-activating G protein-coupled receptor signaling pathway","BP",0.0541544956746475
"999","GO:0008200",0.0470913456376036,1,1,1,"ion channel inhibitor activity","MF",0.0541544956746475
"1060","GO:0008656",0.0470913456376036,1,1,1,"cysteine-type endopeptidase activator activity involved in apoptotic process","MF",0.0541544956746475
"1303","GO:0010803",0.0470913456376036,1,1,1,"regulation of tumor necrosis factor-mediated signaling pathway","BP",0.0541544956746475
"1480","GO:0016243",0.0470913456376036,1,1,1,"regulation of autophagosome size","BP",0.0541544956746475
"1482","GO:0016247",0.0470913456376036,1,1,1,"channel regulator activity","MF",0.0541544956746475
"1483","GO:0016248",0.0470913456376036,1,1,1,"channel inhibitor activity","MF",0.0541544956746475
"1507","GO:0016504",0.0470913456376036,1,1,1,"peptidase activator activity","MF",0.0541544956746475
"1508","GO:0016505",0.0470913456376036,1,1,1,"peptidase activator activity involved in apoptotic process","MF",0.0541544956746475
"1653","GO:0019210",0.0470913456376036,1,1,1,"kinase inhibitor activity","MF",0.0541544956746475
"1857","GO:0030292",0.0470913456376036,1,1,1,"protein tyrosine kinase inhibitor activity","MF",0.0541544956746475
"1868","GO:0030332",0.0470913456376036,1,1,1,"cyclin binding","MF",0.0541544956746475
"1934","GO:0030838",0.0470913456376036,1,1,1,"positive regulation of actin filament polymerization","BP",0.0541544956746475
"1950","GO:0030971",0.0470913456376036,1,1,1,"receptor tyrosine kinase binding","MF",0.0541544956746475
"2161","GO:0032459",0.0470913456376036,1,1,1,"regulation of protein oligomerization","BP",0.0541544956746475
"2162","GO:0032461",0.0470913456376036,1,1,1,"positive regulation of protein oligomerization","BP",0.0541544956746475
"2163","GO:0032462",0.0470913456376036,1,1,1,"regulation of protein homooligomerization","BP",0.0541544956746475
"2164","GO:0032464",0.0470913456376036,1,1,1,"positive regulation of protein homooligomerization","BP",0.0541544956746475
"2244","GO:0032947",0.0470913456376036,1,1,1,NA,NA,0.0541544956746475
"2267","GO:0033137",0.0470913456376036,1,1,1,"negative regulation of peptidyl-serine phosphorylation","BP",0.0541544956746475
"2277","GO:0033206",0.0470913456376036,1,1,1,"meiotic cytokinesis","BP",0.0541544956746475
"2561","GO:0040038",0.0470913456376036,1,1,1,"polar body extrusion after meiotic divisions","BP",0.0541544956746475
"2589","GO:0042169",0.0470913456376036,1,1,1,"SH2 domain binding","MF",0.0541544956746475
"2686","GO:0042996",0.0470913456376036,1,1,1,"regulation of Golgi to plasma membrane protein transport","BP",0.0541544956746475
"2687","GO:0042998",0.0470913456376036,1,1,1,"positive regulation of Golgi to plasma membrane protein transport","BP",0.0541544956746475
"2692","GO:0043022",0.0470913456376036,1,1,1,"ribosome binding","MF",0.0541544956746475
"2696","GO:0043028",0.0470913456376036,1,1,1,"cysteine-type endopeptidase regulator activity involved in apoptotic process","MF",0.0541544956746475
"2935","GO:0044794",0.0470913456376036,1,1,1,"positive regulation by host of viral process","BP",0.0541544956746475
"2941","GO:0044829",0.0470913456376036,1,1,1,"positive regulation by host of viral genome replication","BP",0.0541544956746475
"2952","GO:0045070",0.0470913456376036,1,1,1,"positive regulation of viral genome replication","BP",0.0541544956746475
"3033","GO:0045806",0.0470913456376036,1,1,1,"negative regulation of endocytosis","BP",0.0541544956746475
"3039","GO:0045834",0.0470913456376036,1,1,1,"positive regulation of lipid metabolic process","BP",0.0541544956746475
"3176","GO:0046889",0.0470913456376036,1,1,1,"positive regulation of lipid biosynthetic process","BP",0.0541544956746475
"3177","GO:0046890",0.0470913456376036,1,1,1,"regulation of lipid biosynthetic process","BP",0.0541544956746475
"3384","GO:0050764",0.0470913456376036,1,1,1,"regulation of phagocytosis","BP",0.0541544956746475
"3385","GO:0050765",0.0470913456376036,1,1,1,"negative regulation of phagocytosis","BP",0.0541544956746475
"3542","GO:0051304",0.0470913456376036,1,1,1,"chromosome separation","BP",0.0541544956746475
"3549","GO:0051343",0.0470913456376036,1,1,1,"positive regulation of cyclic-nucleotide phosphodiesterase activity","BP",0.0541544956746475
"3625","GO:0051896",0.0470913456376036,1,1,1,"regulation of protein kinase B signaling","BP",0.0541544956746475
"3626","GO:0051898",0.0470913456376036,1,1,1,"negative regulation of protein kinase B signaling","BP",0.0541544956746475
"3627","GO:0051900",0.0470913456376036,1,1,1,"regulation of mitochondrial depolarization","BP",0.0541544956746475
"3628","GO:0051901",0.0470913456376036,1,1,1,"positive regulation of mitochondrial depolarization","BP",0.0541544956746475
"3681","GO:0060026",0.0470913456376036,1,1,1,"convergent extension","BP",0.0541544956746475
"3682","GO:0060027",0.0470913456376036,1,1,1,"convergent extension involved in gastrulation","BP",0.0541544956746475
"4130","GO:0072344",0.0470913456376036,1,1,1,"rescue of stalled ribosome","BP",0.0541544956746475
"4169","GO:0075522",0.0470913456376036,1,1,1,"IRES-dependent viral translational initiation","BP",0.0541544956746475
"4207","GO:0090153",0.0470913456376036,1,1,1,"regulation of sphingolipid biosynthetic process","BP",0.0541544956746475
"4208","GO:0090154",0.0470913456376036,1,1,1,"positive regulation of sphingolipid biosynthetic process","BP",0.0541544956746475
"4370","GO:0099106",0.0470913456376036,1,1,1,"ion channel regulator activity","MF",0.0541544956746475
"4428","GO:1900101",0.0470913456376036,1,1,1,"regulation of endoplasmic reticulum unfolded protein response","BP",0.0541544956746475
"4429","GO:1900102",0.0470913456376036,1,1,1,"negative regulation of endoplasmic reticulum unfolded protein response","BP",0.0541544956746475
"4448","GO:1901031",0.0470913456376036,1,1,1,"regulation of response to reactive oxygen species","BP",0.0541544956746475
"4449","GO:1901032",0.0470913456376036,1,1,1,"negative regulation of response to reactive oxygen species","BP",0.0541544956746475
"4598","GO:1903076",0.0470913456376036,1,1,1,"regulation of protein localization to plasma membrane","BP",0.0541544956746475
"4599","GO:1903078",0.0470913456376036,1,1,1,"positive regulation of protein localization to plasma membrane","BP",0.0541544956746475
"4609","GO:1903205",0.0470913456376036,1,1,1,"regulation of hydrogen peroxide-induced cell death","BP",0.0541544956746475
"4610","GO:1903206",0.0470913456376036,1,1,1,"negative regulation of hydrogen peroxide-induced cell death","BP",0.0541544956746475
"4611","GO:1903207",0.0470913456376036,1,1,1,"regulation of hydrogen peroxide-induced neuron death","BP",0.0541544956746475
"4612","GO:1903208",0.0470913456376036,1,1,1,"negative regulation of hydrogen peroxide-induced neuron death","BP",0.0541544956746475
"4651","GO:1903573",0.0470913456376036,1,1,1,"negative regulation of response to endoplasmic reticulum stress","BP",0.0541544956746475
"4679","GO:1903902",0.0470913456376036,1,1,1,"positive regulation of viral life cycle","BP",0.0541544956746475
"4690","GO:1904181",0.0470913456376036,1,1,1,"positive regulation of membrane depolarization","BP",0.0541544956746475
"4695","GO:1904375",0.0470913456376036,1,1,1,"regulation of protein localization to cell periphery","BP",0.0541544956746475
"4696","GO:1904377",0.0470913456376036,1,1,1,"positive regulation of protein localization to cell periphery","BP",0.0541544956746475
"4735","GO:1905038",0.0470913456376036,1,1,1,"regulation of membrane lipid metabolic process","BP",0.0541544956746475
"4752","GO:1905475",0.0470913456376036,1,1,1,"regulation of protein localization to membrane","BP",0.0541544956746475
"4753","GO:1905477",0.0470913456376036,1,1,1,"positive regulation of protein localization to membrane","BP",0.0541544956746475
"4787","GO:1990630",0.0470913456376036,1,1,1,"IRE1-RACK1-PP2A complex","CC",0.0541544956746475
"4795","GO:1990782",0.0470913456376036,1,1,1,"protein tyrosine kinase binding","MF",0.0541544956746475
