,Gene,Dispersion,AIC,logLik,meanExp,X.Intercept.,TreatmentVariable,OriginFlat,TreatmentVariable.OriginFlat,se_.Intercept.,se_TreatmentVariable,se_OriginFlat,se_TreatmentVariable.OriginFlat,Chisq_Treatment,Chisq_Origin,Chisq_Treatment.Origin,Df_Treatment,Df_Origin,Df_Treatment.Origin,P_Treatment,P_Origin,P_Treatment.Origin,Treatment,Origin,Treatment.Origin,Stable_OriginFC,Variable_OriginFC,maxGroupFC,col,RF13B,RF13D,RF14B,RF14C,RF15B,RF15D,RF17B,RF17D,RF18B,RF18D,RF19B,RF19C,RF20B,RF20C,RF22B,RF22C,RF23A,RF23C,RF24B,RF24D,RF25A,RF25C,RS11B,RS11D,RS12A,RS12C,RS13A,RS13C,RS14B,RS14C,RS15B,RS15D,RS1B,RS1C,RS2B,RS2C,RS3B,RS3D,RS6A,RS6D,RS7B,RS7C,RS8B,RS8C,RS9A,RS9C,y_Stable_Slope,y_Variable_Slope,y_Stable_Flat,y_Variable_Flat,xall_1,xall_2,xall_3,yall
2038,Pocillopora_acuta_HIv2___TS.g29.t1,0.290834271,413.9091611,-200.9545806,4.99942685,3.423205158,0.43723092,0.053326436,-0.256966658,0.180320304,0.232748473,0.247133404,0.336823736,3.527669975,0.210268025,0.582033759,1,1,1,0.060352546,0.64655741,0.445516255,1,0.582465985,0.99942793,-0.074566062,0.287086002,Variable,Not Significant,23.62840837,31.39505419,16.94826446,26.67684987,68.57027313,33.71129277,31.50103147,35.04259551,46.96642815,55.74160463,45.17025586,32.27084696,39.32039977,39.24406308,14.69771062,20.21271167,47.97184593,33.30336469,62.5627666,29.41143697,21.39362697,20.9128068,37.03275287,24.94275514,37.75798836,38.52316508,78.29323908,78.15911612,72.9133736,47.48945597,36.12492499,0,35.25462492,21.1190297,44.85970905,20.76697972,28.19713748,23.98574967,52.48278923,43.64710912,51.67783145,0,43.17696341,29.90416478,43.74149412,25.66339539,30.667552,47.48605445,32.34733358,38.73702477,0.773394,0.815755809,0.815755809,1.054773905
118,Pocillopora_acuta_HIv2___RNAseq.g8870.t1,0.012282972,500.73959,-244.369795,7.707608705,5.280697468,0.089208099,0.053124926,-0.0032324,0.05175319,0.053608375,0.074665096,0.077276102,5.150774173,0.655120353,0.001749685,1,1,1,0.023236011,0.418287946,0.96663483,1,0.488723832,0.99942793,-0.076265092,-0.071654363,Stable,Not Significant,206.4917427,224.6708566,208.0870248,252.8965368,217.8114558,219.123403,207.0067782,193.9023618,180.8207484,179.4879669,257.7819774,199.387733,205.8538576,223.5998943,199.579439,238.5099976,226.152988,175.33242,195.5086456,197.2296361,260.5438141,170.0302118,227.0692479,215.8090554,254.1010568,176.8563488,231.9437208,207.7888697,225.3023244,195.2344301,221.9102535,166.961154,194.46906,176.6318848,180.3184383,223.8218925,167.2381947,164.0625277,188.3205966,168.2010547,241.8962323,193.8396701,216.7843371,187.835535,219.8585626,224.7491293,196.5068849,214.8425785,207.2285714,225.8335204,0.996772818,1.051158118,1.051158118,1.054561379
2217,Pocillopora_acuta_HIv2___RNAseq.g24065.t1,0.237119029,289.6896262,-138.8448131,3.168511402,2.212250452,0.042238327,0.053089137,-0.122535857,0.18623522,0.240489824,0.254264457,0.348402416,0.008988169,0.002238001,0.123698396,1,1,1,0.924468957,0.962268139,0.725057389,1,0.665706072,0.99942793,-0.069213487,0.090371393,Variable,Not Significant,0,8.829858991,7.532561984,9.603665955,16.13418191,14.19422854,18.00058941,9.344692137,11.74160704,17.83731348,7.787975149,3.457590746,15.0342705,10.95183156,3.094254868,8.085084666,4.89508632,13.71315017,4.887716141,6.055295846,9.168697272,4.546262348,13.64364579,7.591273304,4.081944687,6.128685353,11.74398586,23.82899882,10.93700604,14.07094992,2.580351785,3.943964267,9.097967721,7.679647164,11.4348278,9.229768765,11.66778103,8.63486988,10.80528013,12.77476365,5.497641644,0,13.49280107,11.21406179,9.208735605,3.888393241,9.136253976,9.530419915,9.634395782,8.891022496,0.884674183,0.932909838,0.932909838,1.054523638
2335,Pocillopora_acuta_HIv2___RNAseq.g17168.t1,0.03014009,390.5972852,-189.2986426,6.131862468,4.191004199,0.124062568,0.052981307,-0.100154872,0.06554499,0.086043511,0.094057391,0.124369942,1.501437797,0.001115941,0.648504952,1,1,1,0.220450266,0.973351064,0.420647706,1,0.668400635,0.99942793,-0.075325779,0.067138222,Stable,Not Significant,45.20217253,47.09258129,66.8514876,85.3659196,80.67090957,81.61681409,79.87761551,57.23623934,71.62380294,79.15307858,78.658549,62.23663342,65.91949373,74.83751564,66.52647966,73.77639758,73.42629479,77.38134737,86.02380407,72.66355015,42.02319583,52.73664323,87.70915154,96.51761772,79.59792141,49.02948282,74.37857712,57.18959716,63.43463504,48.36889034,59.34809106,51.27153547,77.33272563,79.67633932,77.40498817,73.83815012,69.03437107,78.6732589,72.54973805,72.39032732,62.67311474,43.68217918,71.96160569,64.48085532,103.5982756,65.32500645,66.08912429,74.81861871,69.68502924,71.37111261,0.904697295,0.953921816,0.953921816,1.054409935
44,Pocillopora_acuta_HIv2___RNAseq.g18735.t1,0.127834534,305.991675,-146.9958375,3.84992312,2.541372114,0.240852092,0.052512075,-0.097211765,0.140748893,0.181612379,0.200599933,0.262709771,2.195829081,0.000259187,0.136925774,1,1,1,0.138384732,0.987155187,0.71135654,1,0.670699458,0.99942793,-0.07036051,0.060648694,Stable,Not Significant,19.51911996,26.48957697,19.77297521,21.3414799,9.075477326,7.097114268,24.75081044,11.68086517,23.48321408,12.26315302,17.13354533,16.13542348,9.251858769,20.99101048,10.82989204,9.095720249,11.74820717,8.815596536,11.73051874,9.515464901,9.932755378,7.274019756,13.64364579,7.591273304,5.102430859,14.00842366,20.55197526,11.43791943,26.2488145,26.38303109,14.62199345,10.51723804,11.37245965,11.51947075,14.95323635,21.92070082,16.52935645,8.63486988,23.15417172,13.83932728,16.49292493,5.460272397,23.38752185,11.21406179,6.906551704,9.332143778,12.69708086,16.15491287,13.38164763,15.44869472,0.907363838,0.95628462,0.95628462,1.053915288
1299,Pocillopora_acuta_HIv2___RNAseq.g15891.t1,0.071236078,362.6487869,-175.3243934,4.835063295,3.393179211,-0.020152706,0.052469933,-0.018256742,0.093469128,0.132400732,0.134577208,0.190768271,0.092221307,0.206881923,0.009158709,1,1,1,0.761371992,0.649222375,0.923757931,1,0.583492274,0.99942793,-0.073298672,-0.047749761,Stable,Not Significant,28.76501888,32.37614963,27.30553719,38.41466382,32.26836383,33.71129277,30.37599463,23.36173034,25.83153548,53.51194045,30.37310308,23.05060497,37.00743508,33.7681473,25.52760266,22.23398283,23.49641433,33.30336469,33.23646976,25.08622565,24.44985939,25.45906915,31.1854761,23.85828753,18.36875109,38.52316508,22.50930623,47.65799763,29.16534944,27.26246546,32.68445595,0,37.52911685,23.03894149,26.38806415,43.84140163,31.11408273,30.70175957,35.5030633,23.42040002,39.58301984,17.29086259,23.38752185,18.69010299,21.87074706,42.77232565,29.76041667,29.16666667,31.36363636,30.18181818,0.981908903,1.034805195,1.034805195,1.053870875
757,Pocillopora_acuta_HIv2___RNAseq.g5330.t1,0.069225584,316.0981677,-152.0490839,4.043134801,2.853232219,-0.044834039,0.0521774,-0.093684848,0.102828006,0.146176353,0.147790214,0.211289824,0.721823703,0.00360512,0.196599111,1,1,1,0.395546352,0.952121665,0.657480064,1,0.662720881,0.99942793,-0.071272109,0.056409461,Stable,Not Significant,15.40983154,19.62190887,13.18198347,22.40855389,15.12579554,19.51706424,14.6254789,17.52129776,17.61241056,24.52630604,14.01835527,6.915181492,15.0342705,20.07835785,21.65978408,8.085084666,13.70624169,20.56972525,19.55086456,16.43580301,7.64058106,22.73131174,10.72000741,15.18254661,18.36875109,13.13289718,20.55197526,20.01635901,14.58267472,23.74472798,19.78269702,0,15.92144351,17.27920612,14.95323635,13.84465315,9.723150854,28.7828996,15.43611448,11.71020001,12.09481162,25.48127119,22.48800178,13.08307209,21.87074706,13.99821567,17.34375014,16.58333341,18.27272697,15.90909139,0.910569685,0.95934219,0.95934219,1.053562628
2570,Pocillopora_acuta_HIv2___RNAseq.g10539.t1,0.101001809,398.2971758,-193.1485879,5.400941024,3.714869091,0.18023122,0.052146802,-0.247094565,0.11574735,0.14432291,0.165501319,0.208974655,0.356455687,0.314815289,1.398102954,1,1,1,0.550481276,0.574740254,0.237041456,1,0.555622854,0.99942793,-0.073487753,0.275072619,Variable,Not Significant,52.39342725,64.75229927,44.25380165,32.01221985,22.18450013,39.92126776,25.87584728,38.54685506,42.26978534,26.75597022,48.28544592,54.16892168,30.068541,37.41875782,40.998877,58.61686383,19.58034528,28.40581106,61.58522337,44.11715545,42.02319583,56.37365311,80.88732864,32.53402845,39.7989607,35.89658564,53.82660187,39.07955806,50.31022779,11.43264681,22.36304881,26.29309511,53.45056036,45.11792709,41.3413005,41.53395944,53.4773297,58.52522919,27.78500606,35.13060002,52.77735978,36.40181598,50.37312398,56.07030897,66.76333314,65.32500645,41.0532125,49.1609845,43.25080702,40.45347495,0.781066828,0.822877641,0.822877641,1.053530391
1710,Pocillopora_acuta_HIv2___RNAseq.g26032.t1,0.088668855,591.9604166,-289.9802083,8.670530684,5.980556508,0.161726771,0.051973935,-0.196322131,0.101539065,0.12391337,0.145645968,0.179564353,0.577970603,0.165242874,1.19535876,1,1,1,0.447108881,0.684374693,0.27425129,1,0.595944052,0.99942793,-0.074798321,0.20776987,Variable,Not Significant,419.147418,481.7178627,366.2708265,448.1710779,158.31666,259.0446708,411.7634828,395.9813293,375.7314252,461.5404864,600.452884,436.8089642,412.8641976,440.8112202,403.0266965,378.9883437,408.2501991,348.7058185,330.4096111,454.1471885,372.8603557,489.1778286,344.9893294,397.9996146,987.8306144,431.6345541,606.7726028,633.8513685,386.4408801,344.738273,276.097641,177.478392,485.6040271,349.4239459,383.5065323,560.7084525,537.6902423,367.4616849,444.560097,219.3001092,505.7830312,290.3044825,429.0710739,490.6152035,357.9895966,437.0554003,395.6604952,465.1143454,416.7683049,402.5966065,0.821747482,0.865586303,0.865586303,1.053348287
574,Pocillopora_acuta_HIv2___RNAseq.g10286.t1,0.019731545,669.8540943,-328.9270471,10.35271918,7.122799283,0.104662076,0.051960312,-0.056561089,0.059585116,0.058710036,0.086132561,0.085015272,3.346726887,0.099786234,0.442630792,1,1,1,0.067338786,0.752086313,0.50585541,1,0.615222925,0.99942793,-0.074904016,0.006632689,Stable,Not Significant,1407.431281,1190.068773,1288.068099,1466.159669,955.9502784,1381.275864,1162.163054,1290.735601,1237.565382,1220.741142,1570.05579,1063.785419,1264.035204,1275.888376,1463.582553,1352.23041,1458.735723,1317.441927,1450.674151,1405.693679,1164.424554,1288.410749,1239.622675,1325.219425,1558.282384,1186.338379,1368.174353,1435.458889,1418.165117,1260.229452,1286.735424,1379.072839,1614.88927,1001.233999,1389.771378,1321.010654,1424.4416,1159.950854,1028.045224,712.1930732,1430.486356,1140.286886,1562.466364,1380.264106,1190.229077,1384.267994,1239.916457,1376.723059,1306.046083,1370.403612,0.945008753,0.99540979,0.99540979,1.053333937
641,Pocillopora_acuta_HIv2___RNAseq.g18464.t1,0.011594807,571.5113645,-279.7556823,9.226481185,6.343551059,0.082515831,0.051658326,-0.03713126,0.046492843,0.047197594,0.067131923,0.068132472,3.612605886,0.326701344,0.29701001,1,1,1,0.057343201,0.567607943,0.585762976,1,0.55114886,0.99942793,-0.074399733,-0.020924498,Stable,Not Significant,571.1910892,576.8841208,571.5331405,601.8297332,622.17439,512.7665059,591.7693769,585.2113451,615.2602088,628.7653003,584.0981361,515.1810211,651.0995609,630.6429671,583.2670426,626.5940616,588.3893756,573.0137749,674.5048274,603.7995001,565.4029984,720.1279559,617.8622453,675.623324,684.7462213,494.6724606,730.0844544,631.9450486,530.8093598,508.3130657,565.097041,464.0731287,609.5638373,587.493008,551.5105407,609.1647385,623.2539698,567.9825521,527.9151151,468.4080003,655.318884,419.5309292,662.9462924,674.7127179,652.669136,595.7018445,568.8126163,617.7395258,598.9687249,626.7789677,0.963549651,1.014633096,1.014633096,1.053015893
352,Pocillopora_acuta_HIv2___TS.g27489.t1a,0.019832415,490.6699721,-239.3349861,7.805119974,5.366466443,0.04985284,0.051599459,-0.011748842,0.06451377,0.063880003,0.093098714,0.092197744,0.921465283,0.320137809,0.016238635,1,1,1,0.337090531,0.571524839,0.898599359,1,0.553515479,0.99942793,-0.074104948,-0.057242933,Stable,Not Significant,185.9453006,198.1812796,216.561157,223.0184649,205.7108194,241.3018851,237.3827729,233.6173034,250.0962299,202.8994409,227.4088743,200.5402633,202.3844106,188.9190944,241.3518797,258.7227093,212.4467463,238.0211065,244.385807,223.180904,246.7907682,270.9572359,215.3746943,264.610098,318.3916856,260.9068907,265.2183474,239.2431481,196.8661087,211.9436831,175.4639214,173.5344277,195.606306,170.8721494,263.0010393,245.7425934,188.6291266,176.5351175,223.8236599,136.2641455,207.8108541,186.5593069,225.7795379,231.7572771,255.542413,238.747345,214.1049774,225.0492536,225.4426725,234.1987,0.988319906,1.040655307,1.040655307,1.052953907
377,Pocillopora_acuta_HIv2___RNAseq.g18360.t1,0.070765729,358.0706374,-173.0353187,4.973783921,3.424831507,0.037503141,0.051475588,-0.074304336,0.106605442,0.13092521,0.153288301,0.189284156,0.000433661,0.014165366,0.154098988,1,1,1,0.983385623,0.905260823,0.694648595,1,0.651191012,0.99942793,-0.071979602,0.031922434,Stable,Not Significant,18.49179785,32.37614963,37.66280992,22.40855389,23.1928865,35.48557134,25.87584728,25.69790338,25.83153548,30.1004665,26.47911551,24.20313522,20.81668223,34.68079993,47.18738674,40.42542333,45.03479414,31.34434324,21.50595102,24.22118338,35.14667288,55.46440064,33.13456836,21.6893523,22.45069578,26.26579437,43.06128149,22.87583886,23.33227955,28.14189983,32.68445595,64.41808302,32.98013299,25.91880918,53.65573043,42.68768054,26.25250731,25.90460964,23.15417172,19.16214547,29.68726488,28.21140739,20.68896164,28.03515449,46.04367803,39.66161106,30.71746875,31.89134475,32.34007249,31.17155254,0.928389109,0.977429857,0.977429857,1.052823485
699,Pocillopora_acuta_HIv2___RNAseq.g20336.t1,0.059323876,524.7436444,-256.3718222,7.970673963,5.468800446,0.160781957,0.051379124,-0.127789819,0.081019118,0.103011224,0.115949515,0.148918879,1.793873964,0.021366532,0.736364755,1,1,1,0.180454871,0.883784857,0.390827871,1,0.647085438,0.99942793,-0.073821017,0.109827588,Variable,Not Significant,243.4753384,215.8409976,186.4309091,218.750169,198.6521148,294.5302421,247.5081044,233.6173034,279.4502475,316.6123143,259.3395724,182.0997793,242.8612927,220.8619364,181.0139098,203.1377522,379.8586984,276.2220248,277.6222768,266.4330172,244.4985939,303.6903248,234.8656169,361.1277157,285.7361281,267.9111026,299.4716395,264.9784668,209.2613822,151.2627116,183.2049768,130.1508208,373.0166765,275.507342,258.6030286,274.5856208,425.8740074,341.5570752,344.2253529,174.5884365,222.1047224,151.9775817,294.1430633,207.4601432,275.1109762,213.8616283,237.1755171,278.5457734,249.679868,258.0547334,0.880038327,0.926435646,0.926435646,1.052721929
855,Pocillopora_acuta_HIv2___RNAseq.g7925.t1,0.029629832,561.3373332,-274.6686666,8.569962657,5.892229155,0.102304489,0.051281836,-0.061389393,0.067342474,0.07377914,0.097167736,0.106584818,1.874275379,0.063835258,0.331738583,1,1,1,0.170986217,0.800533741,0.564637136,1,0.628000489,0.99942793,-0.073785478,0.014545686,Stable,Not Significant,384.2184665,348.2888824,411.4661984,326.5246425,253.1049788,316.7087242,405.0132618,415.8388001,317.02339,433.6696841,325.5373612,353.8267863,456.8105267,449.9377465,432.4221178,411.3286824,357.3413013,382.0091832,370.4888835,375.4283425,482.884723,376.4305224,333.2947758,394.7462118,506.1611412,383.4805978,481.5034203,377.4513412,430.1889043,358.8092229,436.0794517,252.4137131,383.2518902,309.1057983,309.6199527,333.4253966,322.8086084,320.4496155,324.158404,245.9142002,525.5745412,352.1875696,404.784032,549.4890279,364.8961484,379.5071803,362.2118112,401.2295246,381.271222,397.1945008,0.940456961,0.989943353,0.989943353,1.052619518
865,Pocillopora_acuta_HIv2___RNAseq.g11698.t1,0.36544572,361.8460308,-174.9230154,3.952572136,2.814659937,0.221894331,0.050782438,-0.128056255,0.188275137,0.264388545,0.271749279,0.382410429,0.707595731,0.005273012,0.112135245,1,1,1,0.400243128,0.942112085,0.737726163,1,0.660411959,0.99942793,-0.069219213,0.10618376,Variable,Not Significant,13.35518734,12.75424077,15.06512397,21.3414799,25.20965924,13.30708925,0,12.84895169,14.08992845,0,25.70031799,17.28795373,21.97316458,24.641621,20.88622036,32.34033866,29.37051792,16.65168235,28.34875361,25.95126791,6.112464848,11.8202821,24.3636532,10.84467615,24.49166812,14.88395014,15.65864782,9.531599526,27.70708197,32.53907168,18.0624625,0,20.47042737,0,21.99005346,14.99837424,16.52935645,21.10745971,27.78500606,38.32429094,9.895754959,18.20090799,11.69376092,20.55911329,29.92839072,10.10982243,16.68750002,20.83333333,17.55681818,19.28409091,0.879803884,0.925636364,0.925636364,1.052093972
1291,Pocillopora_acuta_HIv2___RNAseq.g5361.t1,0.07763787,369.989796,-178.994898,4.841443688,3.385270966,-0.000246708,0.050617876,-0.038328079,0.108989923,0.137077447,0.155221322,0.197068214,0.036445914,0.068750538,0.037826917,1,1,1,0.848597572,0.793164757,0.845791103,1,0.626831767,0.99942793,-0.070691546,-0.017152899,Stable,Not Significant,28.76501888,27.47067242,22.59768595,20.2744059,34.28513657,40.80840704,25.87584728,19.85747079,14.08992845,26.75597022,20.24873539,28.81325622,28.91205865,25.55427363,36.3574947,41.43605891,33.28658697,42.11896123,38.1241859,30.27647923,33.61855666,39.09785619,26.31274546,0,30.61458516,26.26579437,33.27462661,37.17323815,32.08188439,29.90076857,24.08328333,38.12498791,15.92144351,38.39823582,29.02687056,28.84302739,34.03102799,31.66118956,29.32861751,31.93690911,28.58773655,12.74063559,32.38272256,36.44570083,36.83494242,38.88393241,29.52599217,29.51870875,31.05900684,29.88372608,0.962397147,1.012365627,1.012365627,1.051920852
1204,Pocillopora_acuta_HIv2___RNAseq.9152_t,0.040643021,441.916621,-214.9583105,6.910673359,4.751174124,0.110746919,0.050539025,-0.113493085,0.065188292,0.090355504,0.093765432,0.130521625,0.747142976,0.009171365,0.75609063,1,1,1,0.387382292,0.923705433,0.384554726,1,0.65614352,0.99942793,-0.072303118,0.090104094,Variable,Not Significant,111.9781092,108.9015942,133.7029752,154.7257293,84.70445504,100.246739,137.2544943,139.0022955,127.9835167,136.0095153,118.3772223,121.0156761,141.0908462,106.7803577,74.26211683,101.0635583,111.6079681,107.7461799,108.5072983,128.8912973,134.4742267,135.478618,76.98914413,101.9399558,118.3763959,124.32476,132.1198409,134.3955533,110.0991941,67.71644647,169.4431006,128.836166,204.7042737,97.91550134,99.39504162,125.7555994,89.45298786,86.3486988,138.9250303,122.4248183,188.0193442,128.3164013,113.339529,110.2716076,119.7135629,126.7616197,115.7200745,129.2723014,121.7187615,121.3849601,0.89271037,0.93898661,0.93898661,1.051837911
1122,Pocillopora_acuta_HIv2___RNAseq.g13391.t1,0.018256125,585.5470144,-286.7735072,9.340145017,6.446278092,0.04252646,0.050431635,-0.035208972,0.048772442,0.057574033,0.070427139,0.083376005,0.382116921,0.334450244,0.17833005,1,1,1,0.536472468,0.563050299,0.672812314,1,0.548984805,0.99942793,-0.072645082,-0.021928572,Stable,Not Significant,615.3659396,691.6722876,571.5331405,678.6590608,471.924821,550.9134951,686.2724713,756.9200631,583.5578698,814.9422598,760.885172,579.7227151,843.0756303,608.739304,681.5096347,735.7427046,593.2844619,556.3620925,548.401751,667.8126276,673.8992495,650.1155157,689.0041126,852.3915453,750.0573363,616.3706412,737.9137783,624.319769,543.2046333,525.9017531,581.439269,554.7843068,732.3864015,599.9724347,571.7413899,602.2424119,578.5274758,650.4935309,594.2904074,483.3118912,783.9636984,564.2281477,685.4342942,683.1232643,664.1800555,648.5839926,630.3518099,657.7366033,662.9567316,667.8257021,0.965403653,1.015339117,1.015339117,1.051724959
1196,Pocillopora_acuta_HIv2___RNAseq.g25350.t1,0.341081665,396.3499881,-192.1749941,4.565137532,3.231393488,0.135243045,0.050308676,-0.023370016,0.204849634,0.252865453,0.27493569,0.364385168,0.463518257,0.036039697,0.004113359,1,1,1,0.495984285,0.849433537,0.948862355,1,0.638325242,0.99942793,-0.069887661,-0.037584707,Stable,Not Significant,18.49179785,20.60300431,25.42239669,24.54270188,57.47802307,26.61417851,18.00058941,16.35321124,32.87649971,43.47845162,17.91234284,24.20313522,28.91205865,37.41875782,20.11265664,26.27652516,47.97184593,27.42630034,27.37121039,38.0618596,25.9779756,8.183272226,27.28729159,49.88551028,14.28680641,0,12.72265135,20.96951896,43.74802416,37.8156779,24.94340059,0,20.47042737,31.67854455,42.22090264,21.92070082,61.25585038,58.52522919,16.97972593,34.06603639,34.08537819,12.74063559,8.995200711,6.541536047,39.13712632,30.32946728,25.31490842,28.98088668,26.62104754,29.77220359,0.976900948,1.027304786,1.027304786,1.051595649
