"","GOterm","ParentTerm","Factor","term","bh_adjust_Up","bh_adjust_Down","bh_adjust_Biomin"
"1642","GO:1900006","cilium assembly","Up","positive regulation of dendrite development",1.76086351951021e-10,NA,NA
"1643","GO:1900076","IRE1-mediated unfolded protein response","Down, Up","regulation of cellular response to insulin stimulus",2.02033951796704e-11,1.40380239271075e-07,NA
"1644","GO:1900180","protein transport","Down, Up","regulation of protein localization to nucleus",4.24386926262262e-13,3.87906029983078e-08,NA
"1645","GO:1900182","protein transport","Down, Up","positive regulation of protein localization to nucleus",6.84692798432331e-08,5.94700013265005e-06,NA
"1646","GO:1900371","fatty acid metabolic process","Down","regulation of purine nucleotide biosynthetic process",NA,2.26682562572689e-07,NA
"1647","GO:1900407","DNA repair","Up","regulation of cellular response to oxidative stress",5.02081527956416e-07,NA,NA
"1648","GO:1900542","fatty acid metabolic process","Down, Up","regulation of purine nucleotide metabolic process",3.82690108089253e-07,7.67376227003585e-09,NA
"1649","GO:1901135","nucleoside metabolic process","Down, Up","carbohydrate derivative metabolic process",3.0323130328678e-66,1.03034006816344e-75,NA
"1650","GO:1901136","nucleoside metabolic process","Down, Up","carbohydrate derivative catabolic process",5.52995636637199e-10,1.19240355124295e-10,NA
"1651","GO:1901137","nucleoside metabolic process","Down, Up","carbohydrate derivative biosynthetic process",2.17036126556286e-36,1.07276915920706e-38,NA
"1652","GO:1901184","transmembrane receptor protein tyrosine kinase signaling pathway","Down, Up","regulation of ERBB signaling pathway",8.8810781252304e-12,1.73788710013014e-08,NA
"1653","GO:1901185","transmembrane receptor protein tyrosine kinase signaling pathway","Down, Up","negative regulation of ERBB signaling pathway",7.04045371207187e-09,7.06201511646547e-06,NA
"1654","GO:1901214","apoptotic process","Down, Up","regulation of neuron death",2.03502829818623e-25,1.74663107257295e-23,NA
"1655","GO:1901215","apoptotic process","Down, Up","negative regulation of neuron death",1.52242720255725e-15,1.85538817503862e-16,NA
"1656","GO:1901216","apoptotic process","Down, Up","positive regulation of neuron death",6.214282990043e-10,2.19663746360842e-07,NA
"1657","GO:1901292","protein dephosphorylation","Down","nucleoside phosphate catabolic process",NA,8.545231190157e-08,NA
"1658","GO:1901293","fatty acid metabolic process","Down, Up","nucleoside phosphate biosynthetic process",4.81214955124869e-16,1.36705475672844e-19,NA
"1659","GO:1901342","nervous system development","Down, Up","regulation of vasculature development",1.4989556725427e-13,1.75541589118874e-13,NA
"1660","GO:1901343","nervous system development","Up","negative regulation of vasculature development",9.5042762989804e-07,NA,NA
"1661","GO:1901360","purine nucleotide biosynthetic process","Down, Up, Biomin","organic cyclic compound metabolic process",5.6629590350754e-240,1.26821665972118e-277,9.1688337458903e-08
"1662","GO:1901361","ubiquitin-dependent protein catabolic process","Down, Up","organic cyclic compound catabolic process",5.10583916108164e-28,9.62793862552459e-57,NA
"1663","GO:1901362","regulation of transcription by RNA polymerase II","Down, Up","organic cyclic compound biosynthetic process",4.06813640848704e-85,2.75532700336004e-100,NA
"1664","GO:1901564","metabolic process","Down, Up, Biomin","organonitrogen compound metabolic process",1.68716026543863e-308,0,0
"1665","GO:1901565","ubiquitin-dependent protein catabolic process","Down, Up","organonitrogen compound catabolic process",5.25259703333732e-60,8.14385047508303e-66,NA
"1666","GO:1901566","regulation of transcription by RNA polymerase II","Down, Up","organonitrogen compound biosynthetic process",1.62975013884339e-84,8.95047419506769e-124,NA
"1667","GO:1901568","lipid metabolic process","Up","fatty acid derivative metabolic process",1.60122944567687e-09,NA,NA
"1668","GO:1901570","lipid metabolic process","Up","fatty acid derivative biosynthetic process",2.77443939139983e-07,NA,NA
"1669","GO:1901575","ubiquitin-dependent protein catabolic process","Down, Up","organic substance catabolic process",1.44958799475315e-100,1.32298296251226e-122,NA
"1670","GO:1901576","regulation of transcription by RNA polymerase II","Down, Up","organic substance biosynthetic process",5.8322483703574e-183,1.41127162509395e-228,NA
"1671","GO:1901605","fatty acid metabolic process","Down, Up","alpha-amino acid metabolic process",1.73865806146955e-11,4.09787225987868e-17,NA
"1672","GO:1901606","ubiquitin-dependent protein catabolic process","Down","alpha-amino acid catabolic process",NA,1.38347669891788e-06,NA
"1673","GO:1901607","fatty acid metabolic process","Down","alpha-amino acid biosynthetic process",NA,7.71201959415878e-07,NA
"1674","GO:1901615","alcohol metabolic process","Down, Up","organic hydroxy compound metabolic process",1.02495870747976e-26,1.74064229687161e-21,NA
"1675","GO:1901617","alcohol metabolic process","Down, Up","organic hydroxy compound biosynthetic process",3.24731314233542e-08,1.36817505522264e-06,NA
"1676","GO:1901652","IRE1-mediated unfolded protein response","Down, Up","response to peptide",6.64368715951848e-32,2.13677771528765e-29,NA
"1677","GO:1901653","IRE1-mediated unfolded protein response","Down, Up","cellular response to peptide",1.73579474812838e-22,4.843323031283e-19,NA
"1678","GO:1901654","IRE1-mediated unfolded protein response","Down, Up","response to ketone",1.66632423977634e-16,4.50355001612869e-16,NA
"1679","GO:1901655","IRE1-mediated unfolded protein response","Down, Up","cellular response to ketone",1.19243070410521e-08,4.39552089827001e-09,NA
"1680","GO:1901657","nucleoside metabolic process","Down, Up","glycosyl compound metabolic process",5.69896725229626e-13,3.47174317779221e-08,NA
"1681","GO:1901698","IRE1-mediated unfolded protein response","Down, Up","response to nitrogen compound",2.09889068000357e-70,4.61857957515073e-71,NA
"1682","GO:1901699","IRE1-mediated unfolded protein response","Down, Up","cellular response to nitrogen compound",5.21084729684363e-41,6.345887526286e-38,NA
"1683","GO:1901700","IRE1-mediated unfolded protein response","Down, Up","response to oxygen-containing compound",1.65058285491544e-95,5.43851662964284e-86,NA
"1684","GO:1901701","IRE1-mediated unfolded protein response","Down, Up","cellular response to oxygen-containing compound",1.59507087480154e-60,2.65761637942842e-49,NA
"1685","GO:1901796","intracellular signal transduction","Down, Up","regulation of signal transduction by p53 class mediator",2.8260583049041e-11,2.47500278403181e-10,NA
"1686","GO:1901799","regulation of DNA-templated transcription","Down","negative regulation of proteasomal protein catabolic process",NA,4.64094916440785e-08,NA
"1687","GO:1901800","regulation of DNA-templated transcription","Down, Up","positive regulation of proteasomal protein catabolic process",1.06936472224925e-13,2.14785170891373e-08,NA
"1688","GO:1901888","synapse organization","Up","regulation of cell junction assembly",8.76244258104416e-06,NA,NA
"1689","GO:1901983","peptidyl-serine phosphorylation","Down, Up","regulation of protein acetylation",1.25734656942616e-06,2.43742341196249e-06,NA
"1690","GO:1901987","cell cycle","Down, Up","regulation of cell cycle phase transition",1.7368484187073e-33,4.78592644936596e-22,NA
"1691","GO:1901988","cell cycle","Down, Up","negative regulation of cell cycle phase transition",3.42969830150196e-13,5.2538644219505e-10,NA
"1692","GO:1901989","cell cycle","Up","positive regulation of cell cycle phase transition",1.38896987182265e-08,NA,NA
"1693","GO:1901990","cell cycle","Down, Up","regulation of mitotic cell cycle phase transition",3.6106299368856e-30,3.64883119528222e-21,NA
"1694","GO:1901991","cell cycle","Down, Up","negative regulation of mitotic cell cycle phase transition",1.52290310586153e-12,1.30252299653877e-09,NA
"1695","GO:1901992","cell cycle","Up","positive regulation of mitotic cell cycle phase transition",2.64284975142328e-07,NA,NA
"1696","GO:1902017","positive regulation of axon extension","Up","regulation of cilium assembly",5.67783519415501e-06,NA,NA
"1697","GO:1902105","positive regulation of leukocyte differentiation","Down, Up","regulation of leukocyte differentiation",3.80465665857154e-16,1.25491572488938e-10,NA
"1698","GO:1902107","positive regulation of leukocyte differentiation","Up","positive regulation of leukocyte differentiation",9.35167369831453e-07,NA,NA
"1699","GO:1902115","ribosome biogenesis","Down, Up","regulation of organelle assembly",2.23805839632108e-19,6.93968957624804e-11,NA
"1700","GO:1902117","ribosome biogenesis","Up","positive regulation of organelle assembly",1.4229981584932e-09,NA,NA
"1701","GO:1902275","chromatin organization","Down, Up","regulation of chromatin organization",2.31864672975322e-16,6.99411262015825e-17,NA
"1702","GO:1902476","monoatomic ion transport","Biomin","chloride transmembrane transport",NA,NA,4.70878990546098e-06
"1703","GO:1902531","G protein-coupled receptor signaling pathway","Down, Up, Biomin","regulation of intracellular signal transduction",2.15783520304878e-105,3.07769403106011e-85,8.67411606962297e-08
"1704","GO:1902532","intracellular receptor signaling pathway","Down, Up","negative regulation of intracellular signal transduction",3.22186365640315e-35,1.81093034015778e-38,NA
"1705","GO:1902533","G protein-coupled receptor signaling pathway","Down, Up","positive regulation of intracellular signal transduction",2.03950698825739e-59,7.74934751820254e-46,NA
"1706","GO:1902600","transmembrane transport","Down","proton transmembrane transport",NA,3.13609824815511e-07,NA
"1707","GO:1902667","regulation of chemotaxis","Up","regulation of axon guidance",5.02943462658225e-06,NA,NA
"1708","GO:1902679","negative regulation of transcription by RNA polymerase II","Down, Up","negative regulation of RNA biosynthetic process",1.04840914861103e-73,2.63525005654464e-64,NA
"1709","GO:1902680","positive regulation of transcription by RNA polymerase II","Down, Up","positive regulation of RNA biosynthetic process",1.29890007041405e-89,2.51649322103955e-87,NA
"1710","GO:1902743","positive regulation of axon extension","Down","regulation of lamellipodium organization",NA,7.46759510439383e-06,NA
"1711","GO:1902749","cell cycle","Down, Up","regulation of cell cycle G2/M phase transition",4.46728627229693e-15,1.20287557134026e-08,NA
"1712","GO:1902750","cell cycle","Up","negative regulation of cell cycle G2/M phase transition",5.57939263559995e-06,NA,NA
"1713","GO:1902806","cell cycle","Down, Up","regulation of cell cycle G1/S phase transition",3.18641597239415e-13,1.07381503117437e-08,NA
"1714","GO:1902850","cell cycle","Down, Up","microtubule cytoskeleton organization involved in mitosis",1.01243221957959e-16,7.93018327890596e-11,NA
"1715","GO:1902882","DNA repair","Up","regulation of response to oxidative stress",2.64685933651695e-08,NA,NA
"1716","GO:1902903","actin filament organization","Down, Up","regulation of supramolecular fiber organization",3.95755539220697e-24,3.11865100084959e-20,NA
"1717","GO:1902904","actin filament organization","Down, Up","negative regulation of supramolecular fiber organization",1.72259286349447e-08,1.86261051228752e-07,NA
"1718","GO:1902905","actin filament organization","Down, Up","positive regulation of supramolecular fiber organization",1.4495159767416e-13,7.06384173212909e-10,NA
"1719","GO:1903034","defense response","Down, Up","regulation of response to wounding",1.82406669922713e-16,1.02246319839727e-06,NA
"1720","GO:1903035","defense response","Up","negative regulation of response to wounding",2.81096516860534e-06,NA,NA
"1721","GO:1903036","defense response","Up","positive regulation of response to wounding",5.84414730047252e-10,NA,NA
"1722","GO:1903046","cell cycle","Down, Up","meiotic cell cycle process",1.10876990410754e-22,1.54259106668639e-19,NA
"1723","GO:1903047","cell cycle","Down, Up","mitotic cell cycle process",3.7904093393716e-58,1.95494746945845e-53,NA
"1724","GO:1903050","regulation of DNA-templated transcription","Down, Up","regulation of proteolysis involved in protein catabolic process",1.21396550974642e-18,2.2413497619843e-18,NA
"1725","GO:1903051","regulation of DNA-templated transcription","Down","negative regulation of proteolysis involved in protein catabolic process",NA,7.43464587151046e-09,NA
"1726","GO:1903052","regulation of DNA-templated transcription","Down, Up","positive regulation of proteolysis involved in protein catabolic process",1.10084424276964e-14,1.90452739197859e-09,NA
"1727","GO:1903053","extracellular matrix organization","Up","regulation of extracellular matrix organization",1.34914346525889e-06,NA,NA
"1728","GO:1903076","protein import into nucleus","Up","regulation of protein localization to plasma membrane",7.04250392305982e-07,NA,NA
"1729","GO:1903169","monoatomic ion transport","Up","regulation of calcium ion transmembrane transport",6.141736652907e-07,NA,NA
"1730","GO:1903305","exocytosis","Down","regulation of regulated secretory pathway",NA,1.53261548567564e-08,NA
"1731","GO:1903311","mRNA processing","Down, Up","regulation of mRNA metabolic process",4.26119666591298e-21,4.86202629421209e-21,NA
"1732","GO:1903313","mRNA processing","Down, Up","positive regulation of mRNA metabolic process",5.04941454959226e-06,5.74594613171493e-07,NA
"1733","GO:1903320","regulation of DNA-templated transcription","Down, Up","regulation of protein modification by small protein conjugation or removal",2.6196095684782e-23,2.36755112935542e-19,NA
